hour_index,timestamp,global_horizontal_irradiance,direct_normal_irradiance,diffuse_horizontal_irradiance,dry_bulb_temperature,windspeed,albedo,solar_altitude_angle,solar_azimuth_angle,solar_incident_angle,horizon_elevation_angle,tracker_roll_angle,adjusted_ghi,poa_direct_irradiance,poa_diffuse_irradiance,poa_reflected_irradiance,shaded_direct_irradiance,shaded_diffuse_irradiance,shaded_reflected_irradiance,effective_direct_irradiance,effective_diffuse_irradiance,effective_reflected_irradiance,soiled_irradiance,total_irradiance,nameplate_power,avg_cell_temp,module_irradiance_derated_power,module_mpp_power,module_power,optimizer_input_power,optimizer_output_power,optimal_dc_power,optimal_dc_voltage,inverter_overpower_loss,inverter_underpower_loss,inverter_overvoltage_loss,inverter_undervoltage_loss,actual_dc_power,actual_dc_voltage,ac_power,grid_power
1933,3/22/1998 12:00,906,945,113,7.33,6.31,0,57.2538,172.09322,8.62098,0,,906,932.1885,128.23294,8.488515,932.1885,123.676056,0.9833601,931.6559,118.890785,0.7409825,1035.5183,1035.5121,4428830,32.483406,4428435.5,4302216,4146996.5,0,0,4110003.5,1075.1631,473453.06,0,0,0,3629340.5,1143.8911,3574900.2,3557025.75
1934,3/22/1998 13:00,891,943,111,8.35,6.31,0,55.98699,199.45021,13.053023,0,,891,916.68024,126.09483,8.347976,916.68024,121.613914,0.9670793,915.46454,116.90844,0.7287145,1017.60516,1017.60016,4352221.5,33.06831,4352007.5,4218249.5,4071697.8,0,0,4036101.2,1072.4895,400642.06,0,0,0,3629358,1136.3887,3574917.5,3557043
1935,3/22/1998 14:00,808,924,106,9,6.31,0,49.528645,221.99171,26.704885,0,,808,824.36523,120.70172,7.5703306,824.36523,116.41246,0.8769922,819.4436,111.90823,0.66083205,918.0325,918.029,3926343.8,31.299677,3925808.5,3831143.5,3694510,0,0,3665468.8,1080.9358,35523.887,0,0,0,3629404,1099.5728,3574963,3557088.25
1936,3/22/1998 15:00,663,882,98,9.66,6.21,0,39.881,238.25917,41.259422,0,,663,662.4008,111.72754,6.211794,662.4008,107.75718,0.7196112,651.4625,103.587845,0.5422421,744.2587,744.2552,3183129.5,27.738564,3177367.8,3143511,3018903,0,0,2999936.8,1095.3969,0,0,0,0,2999936.8,1095.3969,2954937.8,2940163
1937,3/22/1998 16:00,471,804,86,10.31,6.21,0,28.585297,250.25407,56.012276,0,,471,449.81384,99.979515,4.4129033,449.81384,96.426636,0.511217,432.07184,92.6957,0.38521272,517.27545,517.2723,2212342.5,22.874958,2193608.2,2211545.5,2121479,0,0,2112304,1107.1998,0,0,0,0,2112304,1107.1998,2080619.4,2070216.375
1938,3/22/1998 17:00,252,631,73,10.27,6.21,0,16.478256,259.87363,70.83265,0,,252,207.19368,81.57802,2.3610437,207.19368,78.679054,0.27351737,186.00056,75.63481,0.20610107,257.91385,257.91077,1103073.1,16.534853,1070125,1107005.1,1063524.8,0,0,1061221.8,1113.5828,0,0,0,0,1061221.8,1113.5828,1045303.44,1040076.938
1939,3/22/1998 18:00,40,190,22,10.24,5.2,0,4.0165133,268.37955,85.67563,0,,40,15.600608,22.407194,0.37476885,15.600608,21.610931,0.043415457,6.0358105,20.774763,0.032714456,26.440638,26.439358,113080.016,10.882233,97475.29,104118.41,96694.74,0,0,96670.48,998.9566,0,0,0,-489.35617,97159.83,1004.18896,95702.44,95223.92188
1940,3/22/1998 19:00,0,0,0,10.2,5.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,3/22/1998 20:00,0,0,0,9.32,5.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,3/22/1998 21:00,0,0,0,8.43,3.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,3/22/1998 22:00,0,0,0,7.54,3.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,3/22/1998 23:00,0,0,0,7.29,3.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,3/23/1998 0:00,0,0,0,7.04,2.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3/23/1998 1:00,0,0,0,6.79,2.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,3/23/1998 2:00,0,0,0,6.47,2.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,3/23/1998 3:00,0,0,0,6.15,2.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,3/23/1998 4:00,0,0,0,5.83,2.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,3/23/1998 5:00,0,0,0,5.72,2.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,3/23/1998 6:00,3,47,2,5.61,0.79,0,-2.9475355,86.811844,90,0,,3,0,1.5740879,0.028107664,0,1.5181509,0,0,1.4594108,0,1.4375196,1.4374895,6148.069,5.644918,3598.7722,3932.006,3825.9414,0,0,3825.8933,870.6098,0,0,0,70.28652,3755.6067,887.72675,3699.2727,3680.776123
1952,3/23/1998 7:00,112,321,58,5.5,0.79,0,9.595967,95.06917,79.16973,0,,112,60.867737,60.802826,1.0493528,60.867737,58.642136,0.12156328,47.7143,56.373158,0.09160048,102.61637,102.61447,438877.9,7.9925847,408882.53,439175,421022.28,0,0,420659.4,1110.5536,0,0,0,0,420659.4,1110.5536,414349.5,412277.75
1953,3/23/1998 8:00,338,647,96,6.89,0.79,0,21.97165,103.90051,64.32618,0,,338,280.22583,107.825066,3.1667967,280.22583,103.993385,0.36686063,261.89694,99.96968,0.27643716,356.7109,356.70752,1525613.8,15.554716,1496937.2,1553194.6,1488573.8,0,0,1484179.8,1127.5457,0,0,0,0,1484179.8,1127.5457,1461917,1454607.5
1954,3/23/1998 9:00,559,837,93,8.28,1.56,0,33.83413,114.32767,49.51569,0,,559,543.37445,108.87982,5.237395,543.37445,105.010666,0.606731,528.6962,100.94759,0.45718452,620.6495,620.64636,2654482.8,23.355972,2642223.8,2658646.8,2561569.2,0,0,2548231.2,1108.0966,0,0,0,0,2548231.2,1108.0966,2510007.8,2497457.75
1955,3/23/1998 10:00,732,815,160,9.68,1.56,0,44.60259,127.88019,34.799583,0,,732,668.91144,186.55876,6.85827,668.91144,179.9292,0.79450285,661.627,172.96739,0.59867454,822.66516,822.66205,3518482,29.66311,3515737.8,3452572.8,3321003,0,0,3297864.2,1087.8417,0,0,0,0,3297864.2,1087.8417,3248396.5,3232154.5
1956,3/23/1998 11:00,770,636,262,10.82,1.56,0,53.17109,146.7411,20.40213,0,,770,594.84686,296.61633,7.2143006,594.84686,286.07574,0.83574754,592.8562,275.00693,0.6297533,855.4655,855.4524,3658726.2,31.599611,3656927,3564279.8,3420323.5,0,0,3395351,1077.9608,0,0,0,0,3395351,1077.9608,3344420.8,3327698.75
1957,3/23/1998 12:00,839,698,251,11.96,3.09,0,57.65414,172.14793,8.241602,0,,839,688.8069,288.93396,7.860777,688.8069,278.66638,0.9106392,688.4475,267.88422,0.6861857,942.66266,942.6472,4031662.2,34.857628,4031400.5,3879762.5,3738158.5,0,0,3707389.8,1061.4707,76836.766,0,0,0,3629383,1096.3743,3574942.2,3557067.5
1958,3/23/1998 13:00,742,511,318,13.1,3.09,0,56.34433,199.7786,12.891678,0,,742,496.54114,354.53464,6.951962,496.54114,341.93588,0.80535674,495.89917,328.70572,0.6068532,812.83356,812.8234,3476392.2,32.84414,3473325.2,3368650.2,3249897.2,0,0,3227038.5,1071.4071,0,0,0,0,3227038.5,1071.4071,3178632.8,3162739.75
1959,3/23/1998 14:00,521,204,365,13.68,3.09,0,49.812542,222.43015,26.664347,0,,521,182.48817,377.35135,4.8813643,182.48817,363.94177,0.5654863,181.40233,349.86014,0.4261058,523.71326,523.699,2239837,26.401056,2221518,2209075.5,2124889,0,0,2115397.8,1092.1772,0,0,0,0,2115397.8,1092.1772,2083666.8,2073248.5
1960,3/23/1998 15:00,353,85,298,14.27,4.54,0,40.103844,238.6949,41.255135,0,,353,64.18744,313.45535,3.3073351,64.18744,302.31638,0.3831414,63.12778,290.61917,0.28870508,348.72513,348.71906,1491457.5,22.740654,1462356.6,1475442.1,1415699.2,0,0,1411519.6,1099.3809,0,0,0,0,1411519.6,1099.3809,1390346.9,1383395.125
1961,3/23/1998 16:00,285,119,228,14.86,4.54,0,28.76863,250.66101,56.022957,0,,285,66.18906,238.41713,2.670228,66.18906,229.94472,0.30933514,63.576725,221.04771,0.2330905,280.58466,280.57553,1200004.8,21.675404,1167802.2,1183463.8,1135629.8,0,0,1132912.6,1095.3848,0,0,0,0,1132912.6,1095.3848,1115918.9,1110339.25
1962,3/23/1998 17:00,202,324,109,14.95,4.54,0,16.63972,260.25693,70.849625,0,,202,106.54177,111.23849,1.8925827,106.54177,107.28551,0.21924806,95.63014,103.13442,0.16520801,195.94583,195.94102,838032.6,19.709557,804174.5,821836.9,789419.94,0,0,788095.4,1088.8771,0,0,0,0,788095.4,1088.8771,776273.94,772392.625
1963,3/23/1998 18:00,29,50,24,15.03,4.09,0,4.169823,268.75137,85.693886,0,,29,4.315238,23.089369,0.27170742,4.315238,22.268864,0.031476207,1.6574367,21.407238,0.02371798,22.742065,22.74142,97263.77,15.582407,82991.61,86807.87,79515.48,0,0,79497.83,970.9462,0,0,0,-1999.8204,81497.65,973.44495,80275.18,79873.80469
1964,3/23/1998 19:00,0,0,0,15.12,4.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,3/23/1998 20:00,0,0,0,14.5,4.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,3/23/1998 21:00,0,0,0,13.87,4.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,3/23/1998 22:00,0,0,0,13.25,4.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,3/23/1998 23:00,0,0,0,12.68,4.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,3/24/1998 0:00,0,0,0,12.1,2.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,3/24/1998 1:00,0,0,0,11.52,2.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,3/24/1998 2:00,0,0,0,10.76,2.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,3/24/1998 3:00,0,0,0,10.01,3.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,3/24/1998 4:00,0,0,0,9.25,3.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,3/24/1998 5:00,0,0,0,9,3.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,3/24/1998 6:00,2,0,2,8.75,1.82,0,-2.6678967,86.523994,90,0,,2,0,1.9721394,0.018738443,0,1.9020573,0,0,1.828463,0,1.801036,1.8009776,7702.7017,8.793747,4793.033,5184.69,5038.6216,0,0,5038.5386,876.4327,0,0,0,85.26087,4953.2773,890.928,4878.9785,4854.583496
1976,3/24/1998 7:00,63,0,63,8.51,1.82,0,9.876472,94.778336,79.03923,0,,63,0,58.69107,0.5902609,0,56.60542,0.06837934,0,54.415245,0.05152527,53.64977,53.64773,229448.69,9.813146,206543.1,220905.98,211281.8,0,0,211182.16,1067.0245,0,0,0,0,211182.16,1067.0245,208014.44,206974.3594
1977,3/24/1998 8:00,143,6,141,8.87,1.82,0,22.262503,103.60247,64.193115,0,,143,2.2982113,132.54953,1.3397987,2.2982113,127.83925,0.15521026,2.1491656,122.8929,0.116954185,123.28163,123.27715,527250.25,11.864499,495600.22,523577.72,502387.53,0,0,501863.62,1101.5734,0,0,0,0,501863.62,1101.5734,494335.66,491863.9688
1978,3/24/1998 9:00,170,0,170,9.24,0.83,0,34.14619,114.023895,49.374603,0,,170,0,159.46086,1.5927676,0,153.79424,0.1845157,0,147.84364,0.13903645,145.76294,145.7592,623402.1,12.78061,590554.25,621180.8,595686.7,0,0,594952.5,1104.8008,0,0,0,0,594952.5,1104.8008,586028.25,583098.0625
1979,3/24/1998 10:00,317,46,285,9.61,0.83,0,44.94782,127.59279,34.63976,0,,317,37.267014,295.61835,2.9700432,37.267014,285.11325,0.34406748,36.86556,274.08167,0.25926208,306.5384,306.52917,1311005.5,17.055841,1279849.5,1320721.8,1263912.2,0,0,1260693.2,1119.1578,0,0,0,0,1260693.2,1119.1578,1241782.9,1235574
1980,3/24/1998 11:00,144,0,144,10.17,0.83,0,53.55547,146.54976,20.193218,0,,144,0,134.21643,1.3491678,0,129.44691,0.15629564,0,124.43836,0.11777204,122.68779,122.68482,524716,13.150112,493106.47,518232.25,495894.9,0,0,495377.44,1095.1045,0,0,0,0,495377.44,1095.1045,487946.78,485507.0313
1981,3/24/1998 12:00,153,0,153,10.74,1.7,0,58.053974,172.20445,7.864706,0,,153,0,142.90251,1.4334909,0,137.82431,0.16606413,0,132.49162,0.1251328,130.6275,130.62299,558669.25,13.912933,526565.75,551554.3,527769.3,0,0,527175.44,1091.4006,0,0,0,0,527175.44,1091.4006,519267.78,516671.4375
1982,3/24/1998 13:00,192,1,191,11.3,1.7,0,56.700222,200.11334,12.741237,0,,192,1.1669837,179.33574,1.7988905,1.1669837,172.96284,0.2083942,1.1655107,166.27058,0.15702939,165.07922,165.0696,705995.75,15.309669,672523.44,699930.94,671437.9,0,0,670497.8,1100.2565,0,0,0,0,670497.8,1100.2565,660440.4,657138.125
1983,3/24/1998 14:00,183,5,179,11.73,1.7,0,50.0942,222.8736,26.629726,0,,183,4.661304,167.68532,1.7145675,4.661304,161.72644,0.19862571,4.633647,155.46893,0.14966863,157.84846,157.84215,675081.94,15.564112,641803.9,667357.7,640071.56,0,0,639206.5,1093.7687,0,0,0,0,639206.5,1093.7687,629618.44,626470.3125
1984,3/24/1998 15:00,405,153,306,12.15,0.58,0,40.32451,239.1332,41.254387,0,,405,115.01361,312.53235,3.7945347,115.01361,301.42618,0.4395815,113.11497,289.76343,0.3312339,397.16147,397.1483,1698583.8,21.797043,1672225.4,1693297.5,1624929.1,0,0,1619493.5,1105.3129,0,0,0,0,1619493.5,1105.3129,1595201.1,1587225.125
1985,3/24/1998 16:00,332,176,247,12.57,0.58,0,28.950232,251.06906,56.03584,0,,332,98.104195,249.44565,3.1105814,98.104195,240.58133,0.36034828,94.22932,231.27277,0.27153,320.88702,320.88147,1372397.9,20.364456,1341896.2,1366789,1312618.9,0,0,1309059.6,1104.0824,0,0,0,0,1309059.6,1104.0824,1289423.8,1282976.625
1986,3/24/1998 17:00,187,265,110,12.98,0.58,0,16.799994,260.64053,70.867874,0,,187,87.31422,111.967026,1.7520444,87.31422,107.98815,0.20296726,78.35959,103.80988,0.15294008,179.58757,179.58516,768076.6,17.342264,734336.25,757841.3,727668.7,0,0,726556,1095.3372,0,0,0,0,726556,1095.3372,715657.7,712079.375
1987,3/24/1998 18:00,34,80,27,13.39,0.68,0,4.322478,269.12302,85.712654,0,,34,6.015051,25.91382,0.31855354,6.015051,24.992945,0.03690314,2.2928147,24.025919,0.027807288,25.951344,25.950544,110989.47,14.020359,95554.87,100629.53,92986.47,0,0,93369.15,979.0617,0,0,0,-1226.24,94595.38,984.153,93176.45,92710.57031
1988,3/24/1998 19:00,0,0,0,13.79,0.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,3/24/1998 20:00,0,0,0,13.56,0.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,3/24/1998 21:00,0,0,0,13.33,0.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,3/24/1998 22:00,0,0,0,13.1,0.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,3/24/1998 23:00,0,0,0,12.94,0.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,3/25/1998 0:00,0,0,0,12.78,3.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,3/25/1998 1:00,0,0,0,12.63,3.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,3/25/1998 2:00,0,0,0,12.33,3.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3/25/1998 3:00,0,0,0,12.04,2.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3/25/1998 4:00,0,0,0,11.74,2.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3/25/1998 5:00,0,0,0,11.45,2.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3/25/1998 6:00,4,41,3,11.17,4.18,0,-2.3883643,86.236855,90,0,,4,0,2.6434808,0.037476886,0,2.549542,0,0,2.4508953,0,2.4141319,2.414069,10324.81,11.22864,6853.4067,7346.3247,7129.382,0,0,7129.2188,888.92645,0,0,0,88.72002,7040.499,898.96344,6934.8916,6900.216797
2000,3/25/1998 7:00,105,242,62,10.88,4.18,0,10.156548,94.4876,78.90913,0,,105,46.908276,64.36361,0.9837682,46.908276,62.076378,0.11396558,37.061214,59.674522,0.08587545,95.369286,95.367676,407884.4,13.196553,378621.75,398211.78,382136.88,0,0,381821.9,1081.0746,0,0,0,0,381821.9,1081.0746,376094.6,374214.0938
2001,3/25/1998 8:00,253,243,160,12.3,4.18,0,22.552603,103.30382,64.06117,0,,253,106.06494,163.96602,2.370413,106.06494,158.13931,0.27460277,99.244026,152.02058,0.20691894,247.69946,247.69719,1059388.2,18.31676,1026170.4,1054165.4,1010657.25,0,0,1008545,1103.663,0,0,0,0,1008545,1103.663,993416.8,988449.6875
2002,3/25/1998 9:00,535,630,179,13.73,3.16,0,34.45724,113.71856,49.23556,0,,535,410.84146,198.32422,5.012533,410.84146,191.27655,0.58068174,399.9232,183.87569,0.43755585,575.4729,575.4641,2461230.5,27.708475,2446211.2,2420147.2,2320090,0,0,2308803.5,1091.1807,0,0,0,0,2308803.5,1091.1807,2274171.5,2262800.75
2003,3/25/1998 10:00,697,750,165,15.16,3.16,0,45.291973,127.302666,34.483334,0,,697,617.02856,191.22827,6.5303473,617.02856,184.43277,0.7565144,610.45215,177.2967,0.5700494,776.4941,776.4835,3320987.2,34.021385,3316588.5,3201512,3080419,0,0,3059503,1062.1047,0,0,0,0,3059503,1062.1047,3013610.5,2998542.25
2004,3/25/1998 11:00,862,890,144,16.33,3.16,0,53.93908,146.3556,19.989971,0,,862,834.6726,168.34033,8.076269,834.6726,162.35817,0.9356031,831.9971,156.07622,0.7049965,973.9466,973.9405,4165478.8,39.987804,4165386,3927604.8,3798009.5,0,0,3765362.8,1045.195,133944.73,0,0,0,3629378.2,1084.2812,3574937.5,3557063
2005,3/25/1998 12:00,918,946,114,17.49,3.57,0,58.453194,172.26266,7.490726,0,,918,935.3749,128.56377,8.600945,935.3749,123.995125,0.99638474,934.9723,119.19751,0.7507968,1039.0968,1039.09,4444138,42.730305,4443693.5,4144264.5,4005029,0,0,3968047.2,1036.079,333595.28,0,0,0,3629371.8,1094.8815,3574931.2,3557056.5
2006,3/25/1998 13:00,902,944,112,18.66,3.57,0,57.054565,200.45442,12.602019,0,,902,918.70636,126.44409,8.451037,918.70636,121.95077,0.97901857,917.57245,117.232254,0.737711,1020.0093,1020.0064,4362523.5,43.436745,4362273.5,4056437.5,3911354.2,0,0,3875611.5,1029.723,242537.03,0,0,0,3629381,1084.8458,3574940.2,3557065.5
2007,3/25/1998 14:00,818,925,107,19.1,3.57,0,50.373558,223.3219,26.600965,0,,818,825.3994,121.092026,7.664023,825.3994,116.78889,0.8878461,820.5137,112.2701,0.66901064,919.451,919.4449,3932408.2,41.434055,3931876.2,3685176,3556174,0,0,3527135.8,1040.8726,0,0,0,0,3527135.8,1040.8726,3474228.8,3456857.75
2008,3/25/1998 15:00,673,884,99,19.53,5.29,0,40.542976,239.5739,41.257084,0,,673,663.8418,112.15226,6.3054857,663.8418,108.16681,0.73046505,652.8813,103.98163,0.55042076,746.0521,746.0465,3190812.8,37.652042,3185134,3029931.5,2922647.5,0,0,2903555.2,1055.126,0,0,0,0,2903555.2,1055.126,2860002,2845702
2009,3/25/1998 16:00,479,808,86,19.97,5.29,0,29.130106,251.47807,56.050842,0,,479,450.8548,99.27734,4.487857,450.8548,95.74941,0.5199001,433.03143,92.044685,0.3917556,517.5859,517.58215,2213667.8,32.542484,2194953.5,2129948.5,2053025,0,0,2043747.5,1067.475,0,0,0,0,2043747.5,1067.475,2013091.2,2003025.875
2010,3/25/1998 17:00,257,595,83,19.91,5.29,0,16.959085,261.02435,70.887314,0,,257,195.31888,90.77163,2.4078898,195.31888,87.54596,0.2789443,175.2585,84.15864,0.21019039,255.73293,255.72987,1093745.4,26.121878,1060736.5,1055804.1,1014875.44,0,0,1012630.9,1074.2335,0,0,0,0,1012630.9,1074.2335,997441.4,992454.1875
2011,3/25/1998 18:00,44,138,31,19.86,4.43,0,4.4744925,269.49432,85.73185,0,,44,11.120878,30.278069,0.41224575,11.120878,29.202105,0.047757003,4.2056575,28.07222,0.035985902,31.829155,31.828077,136127.11,20.63313,118762.92,121236.734,114884.86,0,0,114849.57,973.54614,0,0,0,-382.4723,115232.04,977.8686,113503.56,112936.0469
2012,3/25/1998 19:00,0,0,0,19.81,4.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,3/25/1998 20:00,0,0,0,18.74,4.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,3/25/1998 21:00,0,0,0,17.68,4.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3/25/1998 22:00,0,0,0,16.61,4.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3/25/1998 23:00,0,0,0,15.95,4.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3/26/1998 0:00,0,0,0,15.29,6.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3/26/1998 1:00,0,0,0,14.62,6.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3/26/1998 2:00,0,0,0,14.02,6.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,3/26/1998 3:00,0,0,0,13.42,5.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3/26/1998 4:00,0,0,0,12.81,5.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3/26/1998 5:00,0,0,0,12.47,5.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3/26/1998 6:00,4,56,2,12.13,7.15,0,-2.1090765,85.950455,90,0,,4,0,1.4243702,0.037476886,0,1.3737537,0,0,1.3206004,0,1.3007914,1.3007449,5563.2183,12.161596,3156.5718,3347.1316,3262.7786,0,0,3262.7402,832.4545,0,0,0,237.60446,3025.1357,879.99915,2979.7588,2964.860107
2024,3/26/1998 7:00,117,311,60,11.78,7.15,0,10.436057,94.197,78.779526,0,,117,61.23141,62.23141,1.0961989,61.23141,60.01995,0.12699021,48.559128,57.697662,0.09568979,104.757195,104.755684,448032.7,14.324601,417836.28,437253.84,418596.7,0,0,418217.06,1080.0613,0,0,0,0,418217.06,1080.0613,411943.8,409884.0938
2025,3/26/1998 8:00,333,571,111,13.42,7.15,0,22.841814,103.00457,63.930473,0,,333,251.32253,122.20055,3.1199508,251.32253,117.858025,0.36143368,235.29427,113.29787,0.27234787,343.63153,343.6277,1469672.9,21.766996,1440301,1458826.1,1398392.2,0,0,1394343.4,1103.3044,0,0,0,0,1394343.4,1103.3044,1373428.2,1366561.125
2026,3/26/1998 9:00,576,815,111,15.07,4.41,0,34.76714,113.41165,49.09868,0,,576,533.9177,127.185646,5.3966713,533.9177,122.66597,0.62518257,519.84143,117.919785,0.47108817,628.6589,628.65485,2688719.2,30.34053,2676930.2,2621282,2519129.8,0,0,2505610.2,1081.4978,0,0,0,0,2505610.2,1081.4978,2468026,2455686
2027,3/26/1998 10:00,750,906,103,16.71,4.41,0,45.634914,127.00974,34.33044,0,,750,747.36694,116.50591,7.026916,747.36694,112.36575,0.8140398,739.48413,108.018105,0.61339605,835.3939,835.3883,3572919,37.00223,3570570.5,3406343.8,3288002.5,0,0,3263915,1056.611,0,0,0,0,3263915,1056.611,3214956.2,3198881.5
2028,3/26/1998 11:00,869,936,110,17.92,4.41,0,54.321777,146.15854,19.792645,0,,869,879.1787,124.115616,8.141853,879.1787,119.70503,0.9432008,876.41876,115.07341,0.71072155,977.3199,977.30963,4179908.2,41.65961,4179812.8,3914617,3783746,0,0,3750978.5,1040.3944,119753.06,0,0,0,3629401.8,1075.8541,3574960.8,3557086
2029,3/26/1998 12:00,922,947,114,19.13,5.65,0,58.85169,172.32251,7.120157,0,,922,936.83075,128.31747,8.638422,936.83075,123.75757,1.0007263,936.46674,118.96915,0.75406826,1040.347,1040.3402,4449472.5,44.4007,4449020,4121022,3985699.2,0,0,3948423.5,1027.846,314257.72,0,0,0,3629380.2,1086.8774,3574939.5,3557064.75
2030,3/26/1998 13:00,906,944,113,20.33,5.65,0,57.40727,200.80176,12.474313,0,,906,919.0036,127.26722,8.488515,919.0036,122.744644,0.9833601,917.89264,117.995415,0.7409825,1021.0796,1021.0724,4367074,45.132652,4366824,4032505,3895044.5,0,0,3859326,1025.8519,226526.4,0,0,0,3629349.8,1076.4143,3574909.5,3557035
2031,3/26/1998 14:00,821,926,106,20.91,5.65,0,50.65056,223.77492,26.577991,0,,821,826.90894,119.80101,7.6921306,826.90894,115.543755,0.89110225,822.02356,111.07314,0.6714642,919.76166,919.7583,3933768.8,43.251637,3933246.2,3659191.8,3536646,0,0,3507721,1034.5817,0,0,0,0,3507721,1034.5817,3455105.2,3437829.75
2032,3/26/1998 15:00,676,885,99,21.48,4.88,0,40.75922,240.01683,41.263145,0,,676,664.32294,111.939674,6.3335934,664.32294,107.961784,0.73372126,653.3504,103.78453,0.5528743,746.32245,746.31934,3191968.5,39.608685,3186300.2,3007040.2,2902049.2,0,0,2882955.5,1047.503,0,0,0,0,2882955.5,1047.503,2839711.2,2825512.75
2033,3/26/1998 16:00,480,801,88,22.06,4.88,0,29.308256,251.88788,56.06788,0,,480,447.01703,101.14404,4.497226,447.01703,97.54978,0.5209855,429.32767,93.77539,0.39257348,515.6432,515.6398,2205369.5,34.58529,2186529.2,2104266,2027299.2,0,0,2018147.8,1060.228,0,0,0,0,2018147.8,1060.228,1987875.5,1977936.125
2034,3/26/1998 17:00,257,627,72,22.13,4.88,0,17.117014,261.4082,70.90787,0,,257,205.5941,79.58419,2.4078898,205.5941,76.75608,0.2789443,184.44588,73.78624,0.21019039,254.56567,254.56314,1088749.2,28.313545,1055707.4,1041324.56,1000743.7,0,0,998511.1,1064.2045,0,0,0,0,998511.1,1064.2045,983533.44,978615.75
2035,3/26/1998 18:00,46,196,27,22.21,5.27,0,4.625885,269.8652,85.7514,0,,46,16.179276,27.252739,0.43098417,16.179276,26.284285,0.049927775,6.0686984,25.267294,0.037621625,30.90301,30.902325,132168.28,22.96064,115092.17,116213.11,110169.305,0,0,110135.54,964.00946,0,0,0,-176.53043,110312.07,965.89264,108657.39,108114.1016
2036,3/26/1998 19:00,0,0,0,22.28,5.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,3/26/1998 20:00,0,0,0,21.28,5.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,3/26/1998 21:00,0,0,0,20.28,4.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
