hour_index,timestamp,global_horizontal_irradiance,direct_normal_irradiance,diffuse_horizontal_irradiance,dry_bulb_temperature,windspeed,albedo,solar_altitude_angle,solar_azimuth_angle,solar_incident_angle,horizon_elevation_angle,tracker_roll_angle,adjusted_ghi,poa_direct_irradiance,poa_diffuse_irradiance,poa_reflected_irradiance,shaded_direct_irradiance,shaded_diffuse_irradiance,shaded_reflected_irradiance,effective_direct_irradiance,effective_diffuse_irradiance,effective_reflected_irradiance,soiled_irradiance,total_irradiance,nameplate_power,avg_cell_temp,module_irradiance_derated_power,module_mpp_power,module_power,optimizer_input_power,optimizer_output_power,optimal_dc_power,optimal_dc_voltage,inverter_overpower_loss,inverter_underpower_loss,inverter_overvoltage_loss,inverter_undervoltage_loss,actual_dc_power,actual_dc_voltage,ac_power,grid_power
7210,10/28/2003 9:00,153,0,153,10.96,5.5,0,27.801672,130.71458,48.19772,0,,153,0,146.09875,1.4334909,0,140.90697,0.16606413,0,135.455,0.1251328,137.07152,137.06685,586226.2,14.289464,553776.56,579071.06,552404.6,0,0,551759.3,1093.4747,0,0,0,0,551759.3,1093.4747,543482.94,540765.5
7211,10/28/2003 10:00,263,16,254,12.11,5.5,0,36.245167,144.81226,35.471527,0,,263,12.397023,248.2689,2.4641051,12.397023,239.4464,0.28545663,12.255764,230.18175,0.21509755,245.3218,245.31616,1049203.2,18.068924,1015931,1044688.4,1000292.1,0,0,998220.6,1103.5308,0,0,0,0,998220.6,1103.5308,983247.3,978331.0625
7212,10/28/2003 11:00,259,11,252,13.37,5.5,0,41.857174,162.22546,25.243643,0,,259,9.488603,244.02077,2.4266284,9.488603,235.34923,0.28111508,9.438512,226.2431,0.2118261,238.48827,238.48035,1019970.75,19.162872,986546.4,1010111.7,970001.4,0,0,968018.94,1097.5043,0,0,0,0,968018.94,1097.5043,953498.7,948731.1875
7213,10/28/2003 12:00,206,2,205,14.63,5.83,0,43.577065,182.0155,21.452627,0,,206,1.3501818,195.48743,1.9300596,1.3501818,188.54057,0.2235896,1.3451567,181.24557,0.16847946,184.76956,184.7588,790205.6,19.117935,756412.3,774964.8,743936.6,0,0,742760.4,1088.6901,0,0,0,0,742760.4,1088.6901,731618.94,727960.875
7214,10/28/2003 13:00,161,0,161,15.89,5.83,0,40.98765,201.49252,26.966063,0,,161,0,151.75343,1.5084447,0,146.36072,0.17474721,0,140.69774,0.13167569,142.37854,142.37268,608919.94,19.348345,576217.75,590065.56,565852.5,0,0,565147,1071.5775,0,0,0,0,565147,1071.5775,556669.8,553886.4375
7215,10/28/2003 14:00,110,0,110,16,5.83,0,34.698135,218.22966,37.920757,0,,110,0,102.19254,1.0306144,0,98.56102,0.11939251,0,94.747505,0.089964755,95.880684,95.87632,410058.44,18.32891,380744.5,391878.12,374955.28,0,0,374638,1058.165,0,0,0,0,374638,1058.165,369018.4,367173.3125
7216,10/28/2003 15:00,100,0,100,16.11,4.77,0,25.804522,231.67397,50.915577,0,,100,0,93.19896,0.93692213,0,89.88703,0.10853864,0,86.40913,0.08178614,87.442314,87.44034,373978.06,18.233994,345625.94,355949.1,340037.4,0,0,339771.94,1050.2643,0,0,0,0,339771.94,1050.2643,334675.38,333002
7217,10/28/2003 16:00,128,75,108,16.22,4.77,0,15.25833,242.483,64.7299,0,,128,32.441666,110.22243,1.1992604,32.441666,106.30556,0.13892946,30.263945,102.19239,0.10468626,134.0192,134.01572,573179.9,19.475346,540886.7,553658,530887.7,0,0,530267.6,1071.1296,0,0,0,0,530267.6,1071.1296,522313.6,519702.0313
7218,10/28/2003 17:00,14,0,14,15.67,4.77,0,3.7032404,251.55042,78.93024,0,,14,0,12.434556,0.1311691,0,11.9926815,0.01519541,0,11.528661,0.01145006,11.667052,11.666714,49897.777,15.953394,40462.875,42330.66,40592.55,0,0,40588.08,964.20337,0,0,0,0,40588.08,964.20337,39979.258,39779.35938
7219,10/28/2003 18:00,0,0,0,15.12,2.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7220,10/28/2003 19:00,0,0,0,14.57,2.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7221,10/28/2003 20:00,0,0,0,14.12,2.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7222,10/28/2003 21:00,0,0,0,13.68,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7223,10/28/2003 22:00,0,0,0,13.23,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7224,10/28/2003 23:00,0,0,0,13.08,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7225,10/29/2003 0:00,0,0,0,12.92,3.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7226,10/29/2003 1:00,0,0,0,12.77,3.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7227,10/29/2003 2:00,0,0,0,12.46,3.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7228,10/29/2003 3:00,0,0,0,12.15,3.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7229,10/29/2003 4:00,0,0,0,11.84,3.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7230,10/29/2003 5:00,0,0,0,11.55,3.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7231,10/29/2003 6:00,0,0,0,11.27,5.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7232,10/29/2003 7:00,43,0,43,10.98,5.87,0,5.9695344,110.33302,76.095215,0,,43,0,43.344208,0.40287653,0,41.803925,0.046671618,0,40.186447,0.03516804,40.664055,40.662968,173914.25,11.967734,154041.95,163430.62,154373.16,0,0,154314.1,1017.1768,0,0,0,-480.86658,154794.95,1020.59827,152473.03,151710.6719
7233,10/29/2003 8:00,249,541,88,12.38,5.87,0,17.327782,119.69914,61.977745,0,,249,253.9642,109.96695,2.332936,253.9642,106.05916,0.27026123,239.63428,101.95553,0.2036475,345.5532,345.5515,1477905.6,20.77372,1448634.1,1473012.8,1413401,0,0,1409305.8,1106.2484,0,0,0,0,1409305.8,1106.2484,1388166.1,1381225.375
7234,10/29/2003 9:00,432,699,109,13.78,5.09,0,27.56008,130.97464,48.317333,0,,432,464.24557,138.58292,4.0475035,464.24557,133.65822,0.46888694,452.5524,128.48672,0.35331613,587.7878,587.7814,2513910.5,28.057673,2499657.5,2469664,2367598.2,0,0,2355835,1090.3401,0,0,0,0,2355835,1090.3401,2320497.5,2308895
7235,10/29/2003 10:00,583,793,118,15.18,5.09,0,35.964283,145.03508,35.651566,0,,583,643.3857,148.59958,5.462256,643.3857,143.31894,0.6327803,635.96576,137.77365,0.4768132,782.7326,782.72406,3347677.2,34.192974,3343523.8,3225354.8,3103519.8,0,0,3082287.5,1061.4148,0,0,0,0,3082287.5,1061.4148,3036053.2,3020873
7236,10/29/2003 11:00,674,833,123,16.63,5.09,0,41.540375,162.36491,25.51464,0,,674,749.85394,156.14279,6.314855,749.85394,150.59409,0.73155046,745.8023,144.76732,0.5512386,900.9232,900.9177,3853165,38.514023,3852361.8,3653473.2,3530042.2,0,0,3502041.8,1049.8848,0,0,0,0,3502041.8,1049.8848,3449511.2,3432263.75
7237,10/29/2003 12:00,683,787,145,18.09,4.09,0,43.243828,182.02582,21.785896,0,,683,729.19464,186.41539,6.399178,729.19464,179.79091,0.74131894,726.3903,172.83446,0.55859935,909.68097,909.67255,3890626.2,40.186657,3889959.5,3664346,3538432,0,0,3509988,1045.0782,0,0,0,0,3509988,1045.0782,3457338.2,3440051.5
7238,10/29/2003 13:00,652,804,129,19.55,4.09,0,40.66629,201.37633,27.238586,0,,652,713.57635,162.51183,6.108732,713.57635,156.73679,0.70767194,709.12646,150.67235,0.5332456,869.79565,869.7922,3720063.8,40.677925,3718619.5,3495586.8,3370547.5,0,0,3344753.8,1044.8783,0,0,0,0,3344753.8,1044.8783,3294582.5,3278109.5
7239,10/29/2003 14:00,545,739,128,19.85,4.09,0,34.40707,218.0332,38.11585,0,,545,580.6031,163.12862,5.1062255,580.6031,157.33168,0.5915356,572.7351,151.2442,0.44573447,732.39374,732.38654,3132371.5,37.64026,3126065.8,2973713.2,2866093.8,0,0,2847659,1055.1158,0,0,0,0,2847659,1055.1158,2804944.2,2790919.5
7240,10/29/2003 15:00,402,698,101,20.15,2.77,0,25.547138,231.43977,51.058517,0,,402,438.68958,128.83255,3.766427,438.68958,124.25434,0.43632534,425.7258,119.4467,0.3287803,551.5018,551.4958,2358726.8,33.546257,2342194.2,2263889.2,2181100.2,0,0,2170623,1065.458,0,0,0,0,2170623,1065.458,2138063.5,2127373.25
7241,10/29/2003 16:00,213,522,77,20.45,2.77,0,15.02996,242.23235,64.83767,0,,213,222.98376,97.06508,1.9956441,222.98376,93.61577,0.23118731,207.91093,89.99359,0.17420448,301.3576,301.35458,1288875.4,27.770144,1257491.5,1243312.1,1196951.4,0,0,1193801.2,1070.8662,0,0,0,0,1193801.2,1070.8662,1175894.2,1170014.75
7242,10/29/2003 17:00,33,111,24,20.17,2.77,0,3.4969108,251.2891,79.01216,0,,33,19.717308,28.357937,0.3091843,12.584722,27.350206,0.035817754,9.912625,26.291973,0.026989426,36.630135,36.626366,156644.31,21.05969,138043.42,140574.36,117312.08,0,0,117750.74,904.9055,0,0,0,-4789.915,122540.664,962.496,120702.55,120099.0391
7243,10/29/2003 18:00,0,0,0,19.89,1.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7244,10/29/2003 19:00,0,0,0,19.61,1.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245,10/29/2003 20:00,0,0,0,18.91,1.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246,10/29/2003 21:00,0,0,0,18.21,2.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7247,10/29/2003 22:00,0,0,0,17.51,2.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7248,10/29/2003 23:00,0,0,0,17.18,2.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7249,10/30/2003 0:00,0,0,0,16.86,4.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250,10/30/2003 1:00,0,0,0,16.53,4.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7251,10/30/2003 2:00,0,0,0,16.08,4.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7252,10/30/2003 3:00,0,0,0,15.63,1.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7253,10/30/2003 4:00,0,0,0,15.18,1.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7254,10/30/2003 5:00,0,0,0,14.97,1.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7255,10/30/2003 6:00,0,0,0,14.75,2.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7256,10/30/2003 7:00,47,0,47,14.54,2.16,0,5.7863436,110.60944,76.15034,0,,47,0,48.919834,0.4403534,0,47.181416,0.05101316,0,45.355877,0.038439486,45.893654,45.891922,196277.45,15.654751,175101.64,182690.67,174432.64,0,0,174359.83,1030.0676,0,0,0,-57.682472,174417.5,1030.4731,171801.25,170942.2344
7257,10/30/2003 8:00,246,558,82,15.51,2.16,0,17.119389,119.96737,62.060974,0,,246,261.03485,103.942696,2.3048284,261.03485,100.248985,0.26700506,246.2299,96.370155,0.20119391,346.57208,346.56833,1482254.4,23.92842,1453035.4,1459150.9,1404199.8,0,0,1400048.4,1091.3268,0,0,0,0,1400048.4,1091.3268,1379047.6,1372152.375
7258,10/30/2003 9:00,434,712,108,16.47,3.35,0,27.318647,131.22829,48.439865,0,,434,471.24,137.68042,4.066242,471.24,132.7878,0.4710577,459.28525,127.64998,0.35495186,593.75037,593.74677,2539412,30.892595,2525528,2467474.8,2377790.8,0,0,2365617,1078.07,0,0,0,0,2365617,1078.07,2330132.8,2318482
7259,10/30/2003 10:00,565,734,138,17.44,3.35,0,35.684517,145.25081,35.83397,0,,565,593.45654,175.29117,5.29361,593.45654,169.06201,0.61324334,586.5286,162.52068,0.4620917,757.75604,757.75037,3240847.5,35.846375,3235674.2,3100577.2,2983003.2,0,0,2963355,1062.4877,0,0,0,0,2963355,1062.4877,2918904.8,2904310
7260,10/30/2003 11:00,664,816,128,19.03,3.35,0,41.226,162.49774,25.78568,0,,664,732.3316,161.89507,6.221163,732.3316,156.14195,0.72069657,728.2824,150.10051,0.54306,888.5942,888.5892,3800442.2,40.614544,3799407.5,3572657.2,3439801.8,0,0,3412734.8,1039.8433,0,0,0,0,3412734.8,1039.8433,3361543.5,3344736
7261,10/30/2003 12:00,694,839,124,20.62,5.81,0,42.914223,182.03186,22.115414,0,,694,775.53467,158.00713,6.5022397,775.53467,152.39217,0.75325817,772.4552,146.49582,0.56759584,929.6333,929.6265,3975971.2,43.20135,3975579.2,3699500.5,3577218,0,0,3547542,1034.271,0,0,0,0,3547542,1034.271,3494328.8,3476857.25
7262,10/30/2003 13:00,638,770,141,22.21,5.81,0,40.34917,201.25876,27.50761,0,,638,680.85254,180.94203,5.9775634,680.85254,174.51205,0.6924766,676.5134,167.75984,0.5217956,854.0878,854.0756,3652842.2,42.95616,3651011.5,3400004.2,3286336.2,0,0,3261320.2,1035.3433,0,0,0,0,3261320.2,1035.3433,3212400.2,3196338.25
7263,10/30/2003 14:00,539,733,129,22.3,5.81,0,34.12038,217.83711,38.30796,0,,539,573.5493,164.47234,5.05001,573.5493,158.62764,0.5850233,565.68054,152.49004,0.4408273,726.5161,726.50885,3107234.5,39.947483,3100659.5,2921949.5,2821353.8,0,0,2803085,1043.5424,0,0,0,0,2803085,1043.5424,2761038.8,2747233.5
7264,10/30/2003 15:00,390,661,108,22.39,7.15,0,25.29414,231.20662,51.19844,0,,390,413.57962,136.7266,3.6539962,413.57962,131.86786,0.4233007,401.25803,126.76564,0.31896594,534.1544,534.14795,2284523.2,35.364876,2266878.8,2174833.8,2094139.8,0,0,2084331.5,1058.1307,0,0,0,0,2084331.5,1058.1307,2053066.6,2042801.25
7265,10/30/2003 16:00,208,511,77,22.48,7.15,0,14.806031,241.9829,64.94223,0,,208,217.11293,97.16555,1.9487981,217.11293,93.71267,0.22576037,202.33734,90.08675,0.17011517,295.81274,295.81042,1265169.4,29.665462,1233554.5,1210151.1,1165086.6,0,0,1162071.6,1064.2014,0,0,0,0,1162071.6,1064.2014,1144640.5,1138917.375
