"PVWatts Hourly PV Performance Data"
"Requested Location","94123, USA"
"Location","Lat, Lng: 37.81, -122.42"
"Latitude (DD)","37.81"
"Longitude (DD)","-122.42"
"Elevation (m)","0"
"DC System Size (kW)","1000"
"Module Type","Premium"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","16","5","0","0","8.8","2.5","0.01","0","8.8","0","0"
"3","16","6","6","9","9","2.8","0.01","8.843","9.149","4079.638","0"
"3","16","7","45","76","9.3","3.2","0.01","86.032","10.955","71320.097","64829.379"
"3","16","8","323","134","9.5","3.4","0.01","304.569","15.227","267718.627","254268.729"
"3","16","9","488","167","10","3.6","0.01","526.06","19.569","457510.533","437335.554"
"3","16","10","820","128","10.5","3.8","0.01","838.063","25.276","715675.272","686352.489"
"3","16","11","637","210","11.1","4.1","0.01","829.991","25.08","704007.322","675097.981"
"3","16","12","932","103","11.5","4.5","0.01","996.205","27.394","841347.625","807571.771"
"3","16","13","924","101","11.7","4.7","0.01","944.733","26.388","802520.855","770120.788"
"3","16","14","701","155","11.7","4.8","0.01","733.971","22.972","631941.239","605585.486"
"3","16","15","830","86","11.5","4.8","0.01","623.573","21.109","545837.408","522532.656"
"3","16","16","710","71","10.6","4.1","0.01","384.005","17.076","332336.514","316596.947"
"3","16","17","413","48","9.6","3.3","0.01","132.24","11.971","93496.558","86220.04"
"3","16","18","0","0","8.9","2.9","0.01","0","8.9","0","0"
"3","16","19","0","0","8.6","2.8","0.01","0","8.6","0","0"
"3","16","20","0","0","8.3","2.6","0.01","0","8.3","0","0"
"3","16","21","0","0","8.1","2.5","0.01","0","8.1","0","0"
"3","16","22","0","0","7.9","2.4","0.01","0","7.9","0","0"
"3","16","23","0","0","7.9","2.3","0.01","0","7.9","0","0"
"3","17","0","0","0","7.9","2.3","0.01","0","7.9","0","0"
"3","17","1","0","0","7.7","2.1","0.01","0","7.7","0","0"
"3","17","2","0","0","7.6","1.9","0.01","0","7.6","0","0"
"3","17","3","0","0","7.6","1.7","0.01","0","7.6","0","0"
"3","17","4","0","0","7.6","1.6","0.01","0","7.6","0","0"
"3","17","5","0","0","7.7","1.5","0.01","0","7.7","0","0"
"3","17","6","19","11","8.6","1.3","0.01","11.412","8.855","5130.335","984.984"
"3","17","7","388","69","9.7","1.4","0.01","186.902","14.714","149552.489","140289.687"
"3","17","8","764","77","10.3","1.5","0.01","481.376","23.251","418779.544","399976.957"
"3","17","9","186","206","10.9","1.5","0.01","340.018","19.99","290162.317","275917.149"
"3","17","10","286","276","11.5","1.6","0.01","534.491","25.448","448994.201","429120.989"
"3","17","11","329","322","11.9","1.7","0.01","649.169","28.457","539040.717","515976.799"
"3","17","12","168","378","12.1","2","0.01","552.391","25.311","460003.574","439740.256"
"3","17","13","431","276","12","2.3","0.01","693.199","27.673","579921.511","555409.023"
"3","17","14","436","248","11.9","2.4","0.01","617.197","25.617","522433.24","499957.791"
"3","17","15","230","158","11.8","2.4","0.01","310.737","18.72","267502.15","254059.922"
"3","17","16","280","122","11","2","0.01","245.758","16.909","210559.517","199134.994"
"3","17","17","396","48","9.6","1.8","0.01","129.199","12.655","91518.723","84312.288"
"3","17","18","0","0","8.4","1.7","0.01","0","8.4","0","0"
"3","17","19","0","0","7.9","1.8","0.01","0","7.9","0","0"
"3","17","20","0","0","7.6","1.8","0.01","0","7.6","0","0"
"3","17","21","0","0","7.4","1.8","0.01","0","7.4","0","0"
"3","17","22","0","0","7.3","1.7","0.01","0","7.3","0","0"
"3","17","23","0","0","7.4","1.6","0.01","0","7.4","0","0"
"3","18","0","0","0","7.5","1.4","0.01","0","7.5","0","0"
"3","18","1","0","0","7.5","1.3","0.01","0","7.5","0","0"
"3","18","2","0","0","7.5","1.1","0.01","0","7.5","0","0"
"3","18","3","0","0","7.5","1","0.01","0","7.5","0","0"
"3","18","4","0","0","7.3","1","0.01","0","7.3","0","0"
"3","18","5","0","0","7.1","1.1","0.01","0","7.1","0","0"
"3","18","6","84","17","7.7","1.2","0.01","20.612","8.14","8591.661","4323.661"
"3","18","7","113","91","9","1.3","0.01","123.689","12.436","102304.872","94716.242"
"3","18","8","586","114","10.7","1.4","0.01","430.685","22.543","373498.764","356300.655"
"3","18","9","55","244","12.5","1.6","0.01","280.169","19.81","236259.391","223924.219"
"3","18","10","226","325","13.6","1.6","0.01","526.453","27.328","437908.892","418428.476"
"3","18","11","248","366","14.1","1.4","0.01","621.27","31.026","509194.121","487187.787"
"3","18","12","178","382","14","1.2","0.01","566.105","30.155","463348.989","442967.129"
"3","18","13","156","357","13.7","1.2","0.01","510.63","28.279","420715.124","401843.952"
"3","18","14","41","264","13.3","1.2","0.01","294.171","21.702","245183.393","232532.008"
"3","18","15","102","205","13.1","1.2","0.01","272.209","20.904","230052.855","217937.605"
"3","18","16","139","136","11.9","0.9","0.01","195.709","17.954","165951.628","156107.739"
"3","18","17","76","57","11.2","0.9","0.01","71.091","13.351","54804.511","48899.007"
"3","18","18","0","0","10.8","1","0.01","0","10.8","0","0"
"3","18","19","0","0","10.5","1.2","0.01","0","10.5","0","0"
"3","18","20","0","0","10.1","1.3","0.01","0","10.1","0","0"
"3","18","21","0","0","9.9","1.2","0.01","0","9.9","0","0"
"3","18","22","0","0","9.7","1.1","0.01","0","9.7","0","0"
"3","18","23","0","0","9.5","1.1","0.01","0","9.5","0","0"
"3","19","0","0","0","9.1","1.1","0.01","0","9.1","0","0"
"3","19","1","0","0","8.5","1.3","0.01","0","8.5","0","0"
"3","19","2","0","0","7.7","1.6","0.01","0","7.7","0","0"
"3","19","3","0","0","6.9","1.9","0.01","0","6.9","0","0"
"3","19","4","0","0","6.3","2","0.01","0","6.3","0","0"
"3","19","5","0","0","6","2.1","0.01","0","6","0","0"
"3","19","6","134","19","7.3","2.3","0.01","24.923","7.699","9795.525","5484.868"
"3","19","7","502","68","9.7","2.6","0.01","223.765","14.402","180145.518","169798.683"
"3","19","8","655","100","11.9","3.1","0.01","454.015","20.874","396944.294","378915.416"
"3","19","9","558","178","13.6","3.3","0.01","590.895","24.863","504994.896","483137.357"
"3","19","10","580","220","14.7","3","0.01","736.213","29.407","615746.876","589964.954"
"3","19","11","384","327","15.8","2.6","0.01","706.614","30.897","582444.661","557842.768"
"3","19","12","359","341","16.8","2.1","0.01","705.58","33.363","575419.15","551066.2"
"3","19","13","198","358","17.4","1.7","0.01","549.537","31.404","448718.048","428854.621"
"3","19","14","291","292","17.2","1.2","0.01","539.875","32.657","442440.058","422799.085"
"3","19","15","218","226","16.7","1","0.01","367.52","27.783","306443.255","291621.189"
"3","19","16","402","108","15.4","0.6","0.01","288.742","25.086","241106.276","228599.36"
"3","19","17","323","50","13.8","1","0.01","116.179","17.127","82163.167","75288.237"
"3","19","18","0","0","12.4","1.4","0.01","0","12.4","0","0"
"3","19","19","0","0","11.9","1.5","0.01","0","11.9","0","0"
"3","19","20","0","0","11.8","1.3","0.01","0","11.8","0","0"
"3","19","21","0","0","11.5","1.2","0.01","0","11.5","0","0"
"3","19","22","0","0","11.1","1.5","0.01","0","11.1","0","0"
"3","19","23","0","0","10.9","1.4","0.01","0","10.9","0","0"
"3","20","0","0","0","11","1.2","0.01","0","11","0","0"
"3","20","1","0","0","11.3","1","0.01","0","11.3","0","0"
"3","20","2","0","0","11.4","0.9","0.01","0","11.4","0","0"
"3","20","3","0","0","11.2","1.2","0.01","0","11.2","0","0"
"3","20","4","0","0","10.8","1.5","0.01","0","10.8","0","0"
"3","20","5","0","0","10.9","1.2","0.01","0","10.9","0","0"
"3","20","6","0","7","11.1","1.2","0.01","6.456","11.253","2975.579","0"
"3","20","7","0","40","11.3","2","0.01","36.983","12.189","30067.885","25038.898"
"3","20","8","0","35","11.7","2.6","0.01","32.363","12.393","26074.795","21187.299"
"3","20","9","0","123","12","2.9","0.01","114.81","14.326","95453.317","88107.464"
"3","20","10","0","121","12.2","3.3","0.01","112.831","14.334","92974.356","85716.343"
"3","20","11","0","120","12.3","3.7","0.01","111.937","14.287","91820.525","84603.396"
"3","20","12","0","109","12.5","4.2","0.01","101.521","14.176","82928.314","76026.272"
"3","20","13","0","58","12.5","3.9","0.01","53.8","13.428","43090.676","37600.239"
"3","20","14","0","65","12.6","3.2","0.01","60.256","13.759","48712.12","43022.494"
"3","20","15","0","57","12.6","2.9","0.01","52.779","13.671","42876.294","37393.454"
"3","20","16","0","72","12.4","2.7","0.01","66.723","13.806","55295.363","49372.465"
"3","20","17","0","32","12.1","2.9","0.01","29.582","12.699","23334.906","18544.495"
"3","20","18","0","0","12","3.2","0.01","0","12","0","0"
"3","20","19","0","0","12","3","0.01","0","12","0","0"
"3","20","20","0","0","12","2.7","0.01","0","12","0","0"
"3","20","21","0","0","12","2.5","0.01","0","12","0","0"
"3","20","22","0","0","11.8","2.2","0.01","0","11.8","0","0"
"3","20","23","0","0","11.4","1.8","0.01","0","11.4","0","0"
"3","21","0","0","0","11.2","1.6","0.01","0","11.2","0","0"
"3","21","1","0","0","11.3","1.6","0.01","0","11.3","0","0"
"3","21","2","0","0","11.5","1.6","0.01","0","11.5","0","0"
"3","21","3","0","0","11.7","1.6","0.01","0","11.7","0","0"
"3","21","4","0","0","12","1.6","0.01","0","12","0","0"
"3","21","5","0","0","12.2","1.5","0.01","0","12.2","0","0"
"3","21","6","0","3","12.8","1.6","0.01","2.763","12.86","1211.579","0"
"3","21","7","0","11","13.6","1.7","0.01","10.148","13.86","7739.19","3501.397"
"3","21","8","0","18","14.3","1.9","0.01","16.632","14.708","12879.519","8459.584"
"3","21","9","0","64","15.2","2","0.01","59.298","16.62","47580.092","41930.578"
"3","21","10","4","178","16.2","2.6","0.01","171.011","19.844","140097.816","131170.031"
"3","21","11","24","293","16.8","3.3","0.01","303.179","22.531","249829.223","237013.217"
"3","21","12","14","259","16.9","3.5","0.01","260.161","21.663","213737.953","202200.805"
"3","21","13","14","248","16.7","3.5","0.01","248.748","21.257","204869.956","193647.036"
"3","21","14","19","207","16.6","3.6","0.01","211.21","20.417","174710.729","164556.471"
"3","21","15","66","215","16.6","3.7","0.01","252.985","21.119","212570.106","201074.339"
"3","21","16","51","106","15.6","3.7","0.01","123.587","17.812","103188.819","95568.866"
"3","21","17","0","14","15","3.8","0.01","12.916","15.227","9721.262","5413.236"
"3","21","18","2","1","14.7","4","0.01","0","14.7","0","0"
"3","21","19","0","0","14.6","4.1","0.01","0","14.6","0","0"
"3","21","20","0","0","14.5","4.2","0.01","0","14.5","0","0"
"3","21","21","0","0","14.4","4.5","0.01","0","14.4","0","0"
"3","21","22","0","0","14.4","4.7","0.01","0","14.4","0","0"
"3","21","23","0","0","14.2","5","0.01","0","14.2","0","0"
"3","22","0","0","0","14.1","5.1","0.01","0","14.1","0","0"
"3","22","1","0","0","13.9","5.1","0.01","0","13.9","0","0"
"3","22","2","0","0","13.8","5.1","0.01","0","13.8","0","0"
"3","22","3","0","0","13.7","4.8","0.01","0","13.7","0","0"
"3","22","4","0","0","13.6","4.3","0.01","0","13.6","0","0"
"3","22","5","0","0","13.6","3.9","0.01","0","13.6","0","0"
"3","22","6","0","14","13.7","3.9","0.01","12.933","13.885","6081.371","1902.321"
"3","22","7","0","52","13.8","4","0.01","48.118","14.624","39188.29","33836.131"
"3","22","8","0","65","13.8","4.2","0.01","60.184","14.8","49228.472","43520.549"
"3","22","9","789","105","13.4","4.5","0.01","686.709","24.388","590902.592","566001.001"
"3","22","10","796","136","12.9","4.7","0.01","837.948","25.926","712447.355","683238.95"
"3","22","11","631","212","12.9","4.8","0.01","834.097","25.673","704888.034","675947.485"
"3","22","12","713","199","13.3","5","0.01","910.926","26.899","766828.607","735693.258"
"3","22","13","917","101","13.6","5.3","0.01","946.975","27.245","800838.567","768498.11"
"3","22","14","897","95","13.4","5.5","0.01","824.694","25.02","706583.206","677582.591"
"3","22","15","843","86","13.1","5.6","0.01","636.781","21.99","555045.415","531414.387"
"3","22","16","745","74","11.6","5.4","0.01","405.029","17.368","351140.229","334734.372"
"3","22","17","509","50","10.3","4.9","0.01","154.601","12.507","109832.444","101977.081"
"3","22","18","30","6","9.3","4.4","0.01","0","9.3","0","0"
"3","22","19","0","0","8.7","4","0.01","0","8.7","0","0"
"3","22","20","0","0","8.3","3.6","0.01","0","8.3","0","0"
"3","22","21","0","0","8","3.3","0.01","0","8","0","0"
"3","22","22","0","0","7.7","3.1","0.01","0","7.7","0","0"
"3","22","23","0","0","7.5","2.9","0.01","0","7.5","0","0"
"3","23","0","0","0","7.3","2.7","0.01","0","7.3","0","0"
"3","23","1","0","0","7","2.5","0.01","0","7","0","0"
"3","23","2","0","0","6.8","2.4","0.01","0","6.8","0","0"
"3","23","3","0","0","6.8","2.2","0.01","0","6.8","0","0"
"3","23","4","0","0","7","2.1","0.01","0","7","0","0"
"3","23","5","0","0","7.5","1.9","0.01","0","7.5","0","0"
"3","23","6","193","26","9.2","1.8","0.01","37.809","9.861","14736.573","10250.835"
"3","23","7","567","67","11.1","2","0.01","248.997","16.981","200714.223","189638.558"
"3","23","8","134","180","12.1","2.3","0.01","251.676","17.812","216027.387","204409.115"
"3","23","9","411","224","13","2.6","0.01","537.75","24.53","457278.589","437111.828"
"3","23","10","877","114","13.7","3","0.01","880.565","31.309","735088.638","705077.962"
"3","23","11","946","99","14.1","3.5","0.01","1000.818","32.543","829152.912","795809.165"
"3","23","12","950","100","14.3","3.9","0.01","1022.251","32.032","847750.73","813747.988"
"3","23","13","939","97","14.1","4.1","0.01","963.997","30.357","806156.43","773627.54"
"3","23","14","906","92","13.7","4.2","0.01","829.708","27.519","704523.283","675595.66"
"3","23","15","848","84","13.5","4.2","0.01","638.564","24.162","552258.567","528726.287"
"3","23","16","704","77","12.4","3.8","0.01","391.294","19.296","336693.708","320799.749"
"3","23","17","100","63","11.2","3.1","0.01","81.429","12.766","63179.521","56977.257"
"3","23","18","23","6","10.1","2.7","0.01","0","10.1","0","0"
"3","23","19","0","0","9.8","2.7","0.01","0","9.8","0","0"
"3","23","20","0","0","9.7","2.8","0.01","0","9.7","0","0"
"3","23","21","0","0","9.7","2.8","0.01","0","9.7","0","0"
"3","23","22","0","0","9.6","2.7","0.01","0","9.6","0","0"
"3","23","23","0","0","9.5","2.6","0.01","0","9.5","0","0"
"3","24","0","0","0","9.4","2.4","0.01","0","9.4","0","0"
"3","24","1","0","0","9.3","2.2","0.01","0","9.3","0","0"
"3","24","2","0","0","9","2.1","0.01","0","9","0","0"
"3","24","3","0","0","8.6","2","0.01","0","8.6","0","0"
"3","24","4","0","0","8.2","1.9","0.01","0","8.2","0","0"
"3","24","5","0","0","8.2","1.8","0.01","0","8.2","0","0"
"3","24","6","80","25","9.1","1.9","0.01","29.341","9.666","13405.738","8967.157"
"3","24","7","154","93","10.3","2.2","0.01","142.288","13.563","118013.697","109868.44"
"3","24","8","666","110","11.1","2.4","0.01","479.483","21.814","417499.412","398742.186"
"3","24","9","894","88","11.8","2.8","0.01","745.087","27.254","635417.437","608938.508"
"3","24","10","940","93","12.3","3.4","0.01","914.603","29.439","769149.786","737932.188"
"3","24","11","912","118","12.6","3.9","0.01","990.831","29.787","828435.597","795117.267"
"3","24","12","921","117","12.5","4.3","0.01","1014.07","29.115","849255.789","815199.718"
"3","24","13","710","191","12.3","4.5","0.01","866.04","26.105","732351.696","702438.001"
"3","24","14","924","90","11.9","4.6","0.01","843.002","25.195","721738.316","692200.695"
"3","24","15","867","83","11.7","4.6","0.01","650.358","21.983","566900.566","542849.463"
"3","24","16","744","72","10.7","4.1","0.01","403.597","17.51","349822.237","333463.082"
"3","24","17","175","64","9.7","3.5","0.01","98.953","11.47","75688.662","69043.15"
"3","24","18","22","6","8.9","3.1","0.01","0","8.9","0","0"
"3","24","19","0","0","8.5","2.8","0.01","0","8.5","0","0"
"3","24","20","0","0","8.2","2.6","0.01","0","8.2","0","0"
"3","24","21","0","0","7.8","2.5","0.01","0","7.8","0","0"
"3","24","22","0","0","7.6","2.5","0.01","0","7.6","0","0"
"3","24","23","0","0","7.3","2.5","0.01","0","7.3","0","0"
"3","25","0","0","0","7.1","2.4","0.01","0","7.1","0","0"
"3","25","1","0","0","6.9","2.3","0.01","0","6.9","0","0"
"3","25","2","0","0","6.8","2.2","0.01","0","6.8","0","0"
"3","25","3","0","0","6.9","2.2","0.01","0","6.9","0","0"
"3","25","4","0","0","6.9","2.1","0.01","0","6.9","0","0"
"3","25","5","0","0","7.2","2.1","0.01","0","7.2","0","0"
"3","25","6","195","33","8.6","2.2","0.01","46.223","9.464","22634.49","17868.898"
"3","25","7","604","69","10.1","2.5","0.01","266.097","15.814","216748.825","205104.99"
"3","25","8","781","85","11","2.8","0.01","516.702","21.746","451361.687","431404.586"
"3","25","9","421","200","11.8","2.9","0.01","522.306","22.424","447389.096","427572.759"
"3","25","10","490","233","12.4","3.1","0.01","679.349","25.735","573520.893","549235.205"
"3","25","11","430","284","12.9","3.3","0.01","718.649","26.532","601950.408","576657.349"
"3","25","12","513","269","13.2","3.5","0.01","790.843","27.739","660632.612","633260.21"
"3","25","13","751","161","13.2","3.6","0.01","872.461","29.024","730713.489","700857.842"
"3","25","14","879","102","13.1","3.5","0.01","820.499","28.247","694261.813","665697.794"
"3","25","15","867","79","13","3.5","0.01","644.122","24.923","555552.668","531903.666"
"3","25","16","757","68","12.2","3.2","0.01","405.63","20.048","348490.753","332178.777"
"3","25","17","522","48","10.8","3.1","0.01","156.048","13.693","110567.704","102686.288"
"3","25","18","42","7","9.5","3.1","0.01","0","9.5","0","0"
"3","25","19","0","0","8.9","3.1","0.01","0","8.9","0","0"
"3","25","20","0","0","8.5","3.1","0.01","0","8.5","0","0"
"3","25","21","0","0","8.1","3","0.01","0","8.1","0","0"
"3","25","22","0","0","7.7","3","0.01","0","7.7","0","0"
"3","25","23","0","0","7.3","2.9","0.01","0","7.3","0","0"
"3","26","0","0","0","7","2.9","0.01","0","7","0","0"
"3","26","1","0","0","6.6","2.8","0.01","0","6.6","0","0"
"3","26","2","0","0","6.3","2.8","0.01","0","6.3","0","0"
"3","26","3","0","0","6","2.8","0.01","0","6","0","0"
"3","26","4","0","0","5.7","2.8","0.01","0","5.7","0","0"
"3","26","5","0","0","6","2.7","0.01","0","6","0","0"
"3","26","6","348","29","7.8","2.9","0.01","55.91","8.697","26492.205","21589.918"
"3","26","7","709","54","10.3","3.2","0.01","286.232","15.74","232893.005","220677.117"
"3","26","8","849","69","12.5","3.6","0.01","537.151","22.307","468973.022","448391.881"
"3","26","9","921","76","14.2","3.7","0.01","756.529","27.764","643974.674","617192.528"
"3","26","10","958","81","15.4","3.5","0.01","921.538","32.4","766599.097","735471.881"
"3","26","11","976","83","16.2","3.3","0.01","1017.494","35.55","833524.344","800025.7"
"3","26","12","973","86","16.7","3.2","0.01","1033.921","36.677","842730.849","808905.982"
"3","26","13","947","91","16.9","3.1","0.01","968.543","35.935","793265.941","761193.812"
"3","26","14","909","90","16.8","3.1","0.01","832.795","33.193","692336.833","663841.023"
"3","26","15","846","84","16.7","3.1","0.01","639.284","29.315","542302.859","519123.35"
"3","26","16","735","72","15.3","2.8","0.02","400.673","23.592","339757.017","323754.512"
"3","26","17","488","50","13.2","2.8","0.02","151.413","16.162","107036.858","99280.554"
"3","26","18","45","7","11.6","2.9","0.02","0","11.6","0","0"
"3","26","19","0","0","11.1","2.9","0.02","0","11.1","0","0"
"3","26","20","0","0","10.7","2.7","0.02","0","10.7","0","0"
"3","26","21","0","0","10.4","2.6","0.02","0","10.4","0","0"
"3","26","22","0","0","10.2","2.5","0.02","0","10.2","0","0"
"3","26","23","0","0","9.9","2.4","0.02","0","9.9","0","0"
