"PVWatts Hourly PV Performance Data"
"Requested Location","94123, USA"
"Location","Lat, Lng: 37.81, -122.42"
"Latitude (DD)","37.81"
"Longitude (DD)","-122.42"
"Elevation (m)","0"
"DC System Size (kW)","1000"
"Module Type","Premium"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","1","2","0","0","11","5.1","0.01","0","11","0","0"
"3","1","3","0","0","11.2","5.2","0.01","0","11.2","0","0"
"3","1","4","0","0","11.4","5.3","0.01","0","11.4","0","0"
"3","1","5","0","0","11.5","5.3","0.01","0","11.5","0","0"
"3","1","6","0","0","11.7","4.9","0.01","0","11.7","0","0"
"3","1","7","0","12","11.9","4.4","0.01","11.069","12.078","8338.689","4079.653"
"3","1","8","0","25","12.1","4.2","0.01","23.094","12.484","18421.415","13805.108"
"3","1","9","0","61","12.2","4.3","0.01","56.481","13.125","46226.943","40625.376"
"3","1","10","54","244","12.4","4.4","0.01","287.726","17.041","244780.599","232143.487"
"3","1","11","159","326","12.3","4.6","0.01","483.805","19.895","412211.986","393642.114"
"3","1","12","415","275","12.2","4.7","0.01","686.638","22.855","585481.089","560771.603"
"3","1","13","351","272","12.3","4.9","0.01","599.135","21.363","513230.463","491081.104"
"3","1","14","40","228","12.3","5.1","0.01","258.533","16.109","220247.764","208479.948"
"3","1","15","541","136","12.4","5.1","0.01","481.72","19.546","422113.513","403192.791"
"3","1","16","527","80","11.8","4.9","0.01","307.235","16.444","263250.944","249959.354"
"3","1","17","202","39","11.2","5","0.01","81.099","12.33","54529.882","48634.109"
"3","1","18","0","0","10.9","5.3","0.01","0","10.9","0","0"
"3","1","19","0","0","10.9","5.6","0.01","0","10.9","0","0"
"3","1","20","0","0","10.7","5.6","0.01","0","10.7","0","0"
"3","1","21","0","0","10.2","5.3","0.01","0","10.2","0","0"
"3","1","22","0","0","9.5","4.7","0.01","0","9.5","0","0"
"3","1","23","0","0","8.7","3.9","0.01","0","8.7","0","0"
"3","2","0","0","0","7.8","3.1","0.01","0","7.8","0","0"
"3","2","1","0","0","7","2.6","0.01","0","7","0","0"
"3","2","2","0","0","6.4","2.2","0.01","0","6.4","0","0"
"3","2","3","0","0","6.1","2","0.01","0","6.1","0","0"
"3","2","4","0","0","6.1","1.9","0.01","0","6.1","0","0"
"3","2","5","0","0","6.1","1.9","0.01","0","6.1","0","0"
"3","2","6","0","0","7.1","1.9","0.01","0","7.1","0","0"
"3","2","7","91","46","8.8","2.2","0.01","71.523","10.417","55800.154","49859.37"
"3","2","8","0","38","9.9","2.9","0.01","35.129","10.615","28748.965","23766.712"
"3","2","9","244","166","10.7","3.6","0.01","338.058","16.85","294094.949","279710.433"
"3","2","10","281","262","11.2","4.3","0.01","507.658","19.52","437330.32","417870.405"
"3","2","11","28","259","11.3","4.6","0.01","284.401","15.757","241291.038","228777.574"
"3","2","12","5","186","11.2","4.9","0.01","180.705","13.921","151718.825","142379.261"
"3","2","13","3","128","11","4.9","0.01","122.321","12.843","101946.497","94370.564"
"3","2","14","94","246","10.7","4.7","0.01","318.964","15.648","274539.509","260847.921"
"3","2","15","45","171","10.4","4.6","0.01","196.807","13.5","169505.719","159535.895"
"3","2","16","101","76","9.6","3.9","0.01","117.956","11.647","100310.264","92792.31"
"3","2","17","32","37","8.9","3.7","0.01","42.108","9.628","31010.107","25947.733"
"3","2","18","0","0","8.3","3.5","0.01","0","8.3","0","0"
"3","2","19","0","0","7.7","3.2","0.01","0","7.7","0","0"
"3","2","20","0","0","7.5","2.7","0.01","0","7.5","0","0"
"3","2","21","0","0","7.4","2.3","0.01","0","7.4","0","0"
"3","2","22","0","0","7.3","2.3","0.01","0","7.3","0","0"
"3","2","23","0","0","7.2","2.3","0.01","0","7.2","0","0"
"3","3","0","0","0","7","2.4","0.01","0","7","0","0"
"3","3","1","0","0","7","2.3","0.01","0","7","0","0"
"3","3","2","0","0","7","2.3","0.01","0","7","0","0"
"3","3","3","0","0","7","2.2","0.01","0","7","0","0"
"3","3","4","0","0","7.1","2.1","0.01","0","7.1","0","0"
"3","3","5","0","0","7","1.9","0.01","0","7","0","0"
"3","3","6","0","0","7.5","1.8","0.01","0","7.5","0","0"
"3","3","7","71","60","8.4","2","0.01","79.098","10.271","63153.027","56951.701"
"3","3","8","206","123","8.8","2.3","0.01","227.557","13.969","198141.159","187156.668"
"3","3","9","286","197","9.1","2.5","0.01","399.559","17.837","347669.473","331386.599"
"3","3","10","10","126","9.3","2.7","0.01","125.882","11.94","105899.407","98183.408"
"3","3","11","77","299","9.4","2.8","0.01","370.66","17.035","316009.593","300848.554"
"3","3","12","466","243","9.3","3","0.01","700.987","23.293","597484.804","572349.98"
"3","3","13","877","109","9.2","3.2","0.01","894.79","26.524","761889.991","730929.637"
"3","3","14","527","193","9","3.3","0.01","622.304","20.857","539248.027","516176.763"
"3","3","15","619","119","8.9","3.3","0.01","516.739","18.778","454991.593","434905.869"
"3","3","16","654","66","8.2","2.7","0.01","346.004","15.47","298540.015","283997.993"
"3","3","17","370","36","7.5","2.4","0.01","108.709","9.722","72028.407","65512.592"
"3","3","18","0","0","6.9","2.3","0.01","0","6.9","0","0"
"3","3","19","0","0","6.6","2.3","0.01","0","6.6","0","0"
"3","3","20","0","0","6.1","2.2","0.01","0","6.1","0","0"
"3","3","21","0","0","5.7","2.1","0.01","0","5.7","0","0"
"3","3","22","0","0","5.4","2.1","0.01","0","5.4","0","0"
"3","3","23","0","0","5.3","2","0.01","0","5.3","0","0"
"3","4","0","0","0","5.3","2","0.01","0","5.3","0","0"
"3","4","1","0","0","5.3","1.9","0.01","0","5.3","0","0"
"3","4","2","0","0","5.3","1.8","0.01","0","5.3","0","0"
"3","4","3","0","0","5.5","1.5","0.01","0","5.5","0","0"
"3","4","4","0","0","5.8","1.1","0.01","0","5.8","0","0"
"3","4","5","0","0","6","0.7","0.01","0","6","0","0"
"3","4","6","45","7","6.5","0.5","0.01","0","6.5","0","0"
"3","4","7","556","43","7.6","0.4","0.01","189.41","14.051","141378.426","132405.264"
"3","4","8","418","110","9.4","0.4","0.01","320.388","20.826","275632.648","261902.325"
"3","4","9","894","69","11.1","0.5","0.01","673.026","34.439","562637.543","538737.495"
"3","4","10","944","77","12","0.4","0.01","850.187","42.295","686021.829","657749.786"
"3","4","11","777","144","12.7","0.2","0.01","861.948","45.302","682618.572","654467.119"
"3","4","12","776","149","13.3","0.2","0.01","884.722","46.751","695948.872","667325.074"
"3","4","13","890","107","13.5","0.3","0.01","899.755","46.506","711259.124","682092.823"
"3","4","14","917","83","13.4","0.5","0.01","802.203","41.167","650892.459","623865.189"
"3","4","15","852","74","13.3","0.6","0.01","610.5","33.886","511827.49","489727.845"
"3","4","16","719","61","11.6","1.1","0.01","367.356","22.376","309693.657","294756.416"
"3","4","17","378","38","9.9","1.6","0.01","112.387","12.611","74432.185","67831.194"
"3","4","18","0","0","8.8","1.9","0.01","0","8.8","0","0"
"3","4","19","0","0","8.2","2","0.01","0","8.2","0","0"
"3","4","20","0","0","7.6","2","0.01","0","7.6","0","0"
"3","4","21","0","0","7.1","2","0.01","0","7.1","0","0"
"3","4","22","0","0","6.8","1.8","0.01","0","6.8","0","0"
"3","4","23","0","0","6.5","1.7","0.01","0","6.5","0","0"
"3","5","0","0","0","6.1","1.7","0.01","0","6.1","0","0"
"3","5","1","0","0","5.7","1.7","0.01","0","5.7","0","0"
"3","5","2","0","0","5.2","1.8","0.01","0","5.2","0","0"
"3","5","3","0","0","4.5","2","0.01","0","4.5","0","0"
"3","5","4","0","0","4","2.2","0.01","0","4","0","0"
"3","5","5","0","0","3.8","2.5","0.01","0","3.8","0","0"
"3","5","6","45","6","4.8","2.9","0.01","0","4.8","0","0"
"3","5","7","552","47","6.5","3.3","0.01","194.095","10.048","148317.394","139098.356"
"3","5","8","788","66","8.3","3.5","0.01","453.23","16.693","400602.269","382443.775"
"3","5","9","894","76","10.4","3.5","0.01","683.471","23.06","595261.27","570205.234"
"3","5","10","948","80","12.3","3.2","0.01","859.52","28.961","728462.237","698686.361"
"3","5","11","976","82","13.7","2.7","0.01","968.116","34.103","801894.583","769516.707"
"3","5","12","984","81","14.5","2.2","0.01","996.538","37.537","814127.517","781316.18"
"3","5","13","976","78","15","1.9","0.01","945.048","38.215","771783.325","740472.411"
"3","5","14","945","74","15.1","1.8","0.01","815.603","35.591","675953.59","648038.304"
"3","5","15","884","67","15.1","1.8","0.01","620.763","30.735","526834.196","504202.804"
"3","5","16","739","59","13.1","1.3","0.01","374.457","23.568","314627.028","299514.979"
"3","5","17","375","39","11.1","1.3","0.01","113.15","14.033","75219.536","68590.647"
"3","5","18","0","0","10","1.5","0.01","0","10","0","0"
"3","5","19","0","0","9.6","1.6","0.01","0","9.6","0","0"
"3","5","20","0","0","9.1","1.7","0.01","0","9.1","0","0"
"3","5","21","0","0","8.6","1.8","0.01","0","8.6","0","0"
"3","5","22","0","0","8","2","0.01","0","8","0","0"
"3","5","23","0","0","7.5","2.2","0.01","0","7.5","0","0"
"3","6","0","0","0","7.2","2.3","0.01","0","7.2","0","0"
"3","6","1","0","0","7","2.3","0.01","0","7","0","0"
"3","6","2","0","0","7","2.2","0.01","0","7","0","0"
"3","6","3","0","0","6.9","2.1","0.01","0","6.9","0","0"
"3","6","4","0","0","6.7","2.2","0.01","0","6.7","0","0"
"3","6","5","0","0","6.3","2.4","0.01","0","6.3","0","0"
"3","6","6","48","5","7.3","2.6","0.01","0","7.3","0","0"
"3","6","7","281","59","9.3","2.8","0.01","137.489","12.066","106974.145","99220.063"
"3","6","8","366","127","11.2","3","0.01","315.45","17.527","274561.271","260868.911"
"3","6","9","865","79","13.2","2.9","0.01","673.572","26.956","578031.664","553586.141"
"3","6","10","783","132","15","2.4","0.01","793.091","32.662","661048.402","633661.267"
"3","6","11","958","84","16.3","2","0.01","956.85","39.319","777060.388","745562.487"
"3","6","12","962","86","17.3","1.6","0.01","984.318","43.057","787235.303","755376.864"
"3","6","13","930","89","18","1.2","0.01","919.047","44.387","732610.494","702687.629"
"3","6","14","704","138","18.3","0.9","0.01","707.87","40.229","573578.711","549290.974"
"3","6","15","745","87","18.3","0.7","0.01","561.392","36.702","464245.616","443831.985"
"3","6","16","486","87","16.4","0.5","0.01","300.635","26.765","248598.836","235826.429"
"3","6","17","239","42","14.3","0.7","0.01","91.056","17.096","62083.413","55919.988"
"3","6","18","0","0","12.9","1","0.01","0","12.9","0","0"
"3","6","19","0","0","12.5","1","0.01","0","12.5","0","0"
"3","6","20","0","0","12.5","0.8","0.01","0","12.5","0","0"
"3","6","21","0","0","12.3","0.9","0.01","0","12.3","0","0"
"3","6","22","0","0","11.8","1","0.01","0","11.8","0","0"
"3","6","23","0","0","11.4","1","0.01","0","11.4","0","0"
"3","7","0","0","0","11.3","1","0.01","0","11.3","0","0"
"3","7","1","0","0","11.2","0.9","0.01","0","11.2","0","0"
"3","7","2","0","0","11.1","0.9","0.01","0","11.1","0","0"
"3","7","3","0","0","10.9","0.9","0.01","0","10.9","0","0"
"3","7","4","0","0","10.6","1.1","0.01","0","10.6","0","0"
"3","7","5","0","0","10.2","1.5","0.01","0","10.2","0","0"
"3","7","6","0","2","10.2","1.7","0.01","0","10.2","0","0"
"3","7","7","0","41","11.1","1.6","0.01","37.93","12.089","30501.357","25457.01"
"3","7","8","8","105","12.8","1.4","0.01","102.613","15.61","85885.172","78878.357"
"3","7","9","306","217","15","1.5","0.01","436.815","26.698","368245.023","351233.075"
"3","7","10","300","282","16.9","2.1","0.01","547.315","29.778","454185.416","434128.258"
"3","7","11","949","83","17.8","2.5","0.01","950.217","38.557","773643.159","742266.343"
"3","7","12","958","82","18.3","2.7","0.01","978.53","38.912","794809.552","762682.727"
"3","7","13","949","78","18.4","2.8","0.01","925.559","37.569","757185.572","726391.914"
"3","7","14","918","73","18","2.8","0.01","797.097","34.535","662688.07","635242.834"
"3","7","15","856","66","17.7","2.8","0.01","605.15","30.285","513931.215","491757.026"
"3","7","16","98","108","15.4","2.1","0.01","150.14","18.938","125547.215","117135.015"
"3","7","17","36","43","13.7","1.8","0.01","48.543","14.887","36268.093","31019.407"
"3","7","18","0","0","13.1","1.9","0.01","0","13.1","0","0"
"3","7","19","0","0","12.9","1.8","0.01","0","12.9","0","0"
"3","7","20","0","0","12.8","1.7","0.01","0","12.8","0","0"
"3","7","21","0","0","12.8","1.8","0.01","0","12.8","0","0"
"3","7","22","0","0","12.8","1.8","0.01","0","12.8","0","0"
"3","7","23","0","0","12.6","1.7","0.01","0","12.6","0","0"
"3","8","0","0","0","12.5","1.7","0.01","0","12.5","0","0"
"3","8","1","0","0","12.4","1.8","0.01","0","12.4","0","0"
"3","8","2","0","0","12.2","1.7","0.01","0","12.2","0","0"
"3","8","3","0","0","12","1.5","0.01","0","12","0","0"
"3","8","4","0","0","11.8","1.3","0.01","0","11.8","0","0"
"3","8","5","0","0","11.8","1","0.01","0","11.8","0","0"
"3","8","6","0","1","12.3","0.9","0.01","0","12.3","0","0"
"3","8","7","0","9","13.3","0.8","0.01","8.299","13.563","6207.169","2023.661"
"3","8","8","0","42","14.2","0.8","0.01","38.839","15.434","31243.632","26172.983"
"3","8","9","1","97","15","0.9","0.01","90.825","17.802","74168.487","67576.84"
"3","8","10","119","278","15.9","0.9","0.01","385.816","27.795","318124.638","302888.654"
"3","8","11","571","228","16.8","1","0.01","773.504","40.085","621326.06","595346.445"
"3","8","12","756","157","17.5","1.2","0.01","886.662","42.918","706811.41","677802.709"
"3","8","13","872","110","17.5","1.4","0.01","894.703","41.996","718735.176","689303.969"
"3","8","14","866","95","17","1.5","0.01","787.163","38.101","644876.363","618062.267"
"3","8","15","615","117","16.7","1.5","0.01","516.6","30.573","435280.914","415893.618"
"3","8","16","725","63","14.9","1.3","0.01","375.554","25.404","314024.824","298934.114"
"3","8","17","214","40","12.9","1.4","0.01","84.452","15.086","58677.213","52634.484"
"3","8","18","0","0","11.7","1.7","0.01","0","11.7","0","0"
"3","8","19","0","0","11","1.8","0.01","0","11","0","0"
"3","8","20","0","0","10.7","1.7","0.01","0","10.7","0","0"
"3","8","21","0","0","10.6","1.6","0.01","0","10.6","0","0"
"3","8","22","0","0","10.6","1.5","0.01","0","10.6","0","0"
"3","8","23","0","0","10.6","1.3","0.01","0","10.6","0","0"
"3","9","0","0","0","10.5","1.3","0.01","0","10.5","0","0"
"3","9","1","0","0","10.2","1.5","0.01","0","10.2","0","0"
"3","9","2","0","0","10","1.6","0.01","0","10","0","0"
"3","9","3","0","0","9.8","1.6","0.01","0","9.8","0","0"
"3","9","4","0","0","9.7","1.6","0.01","0","9.7","0","0"
"3","9","5","0","0","9.6","1.5","0.01","0","9.6","0","0"
"3","9","6","66","9","10.3","1.7","0.01","8.562","10.481","4014.828","0"
"3","9","7","28","67","11.6","2","0.01","72.537","13.332","58911.238","52860.216"
"3","9","8","72","145","13","2","0.01","177.794","17.28","151258.874","141935.608"
"3","9","9","62","215","14.6","1.8","0.01","255.515","20.993","214789.344","203214.941"
"3","9","10","168","296","15.9","1.7","0.01","445.385","27.269","369757.564","352692.021"
"3","9","11","263","338","16.6","1.8","0.01","602.621","31.647","494139.834","472666.932"
"3","9","12","201","359","16.9","1.8","0.01","562.688","30.939","460699.168","440411.203"
"3","9","13","354","299","16.8","1.8","0.01","634.921","32.671","521053.637","498627.072"
"3","9","14","382","249","16.6","1.8","0.01","563.931","30.724","468407.654","447846.546"
"3","9","15","233","202","16.4","1.8","0.01","358.439","25.394","302380.661","287702.549"
"3","9","16","274","119","14.6","1.6","0.01","239.392","20.86","201615.121","190507.533"
"3","9","17","92","46","13.1","1.4","0.01","63.649","14.783","46671.896","41054.563"
"3","9","18","0","0","12.3","1.4","0.01","0","12.3","0","0"
"3","9","19","0","0","11.8","1.4","0.01","0","11.8","0","0"
"3","9","20","0","0","11.4","1.4","0.01","0","11.4","0","0"
"3","9","21","0","0","11.1","1.4","0.01","0","11.1","0","0"
"3","9","22","0","0","11","1.3","0.01","0","11","0","0"
"3","9","23","0","0","10.9","1.2","0.01","0","10.9","0","0"
"3","10","0","0","0","10.8","1.2","0.01","0","10.8","0","0"
"3","10","1","0","0","10.7","1.3","0.01","0","10.7","0","0"
"3","10","2","0","0","10.6","1.4","0.01","0","10.6","0","0"
"3","10","3","0","0","10.6","1.2","0.01","0","10.6","0","0"
"3","10","4","0","0","10.7","0.9","0.01","0","10.7","0","0"
"3","10","5","0","0","10.7","0.9","0.01","0","10.7","0","0"
"3","10","6","0","1","11.1","0.6","0.01","0.951","11.126","0","0"
"3","10","7","0","8","11.7","0.4","0.01","7.377","11.962","5543.851","1383.848"
"3","10","8","0","29","12.5","0.3","0.01","26.801","13.483","21385.319","16663.99"
"3","10","9","1","120","13.3","0.2","0.01","112.879","17.557","92977.299","85719.181"
"3","10","10","0","78","14","0.3","0.01","72.332","16.637","58240.706","52213.444"
"3","10","11","0","95","14.3","0.4","0.01","88.208","17.416","71024.735","64544.484"
"3","10","12","7","204","14.5","0.6","0.01","199.898","21.161","163509.165","153751.823"
"3","10","13","0","134","14.6","0.7","0.01","125.369","18.665","101950.343","94374.275"
"3","10","14","2","139","14.5","0.7","0.01","131.868","18.783","108080.184","100286.911"
"3","10","15","6","158","14.4","0.7","0.01","153.424","19.398","127442.305","118962.955"
"3","10","16","104","130","13.7","0.5","0.01","175.473","19.759","147186.43","138007.467"
"3","10","17","27","46","12.8","0.7","0.01","49.628","14.389","37947.743","32639.541"
"3","10","18","0","0","12.3","0.7","0.01","0","12.3","0","0"
"3","10","19","0","0","12","0.7","0.01","0","12","0","0"
"3","10","20","0","0","11.4","0.9","0.01","0","11.4","0","0"
"3","10","21","0","0","10.8","1.2","0.01","0","10.8","0","0"
"3","10","22","0","0","10.2","1.5","0.01","0","10.2","0","0"
"3","10","23","0","0","9.9","1.6","0.01","0","9.9","0","0"
"3","11","0","0","0","9.8","1.6","0.01","0","9.8","0","0"
"3","11","1","0","0","9.7","1.4","0.01","0","9.7","0","0"
"3","11","2","0","0","9.7","1.2","0.01","0","9.7","0","0"
"3","11","3","0","0","9.5","1.2","0.01","0","9.5","0","0"
"3","11","4","0","0","8.9","1.5","0.01","0","8.9","0","0"
"3","11","5","0","0","8.4","1.6","0.01","0","8.4","0","0"
"3","11","6","38","7","9.3","1.5","0.01","7.45","9.456","3181.687","0"
"3","11","7","356","43","11.1","1.2","0.01","146.618","15.188","112924.491","104959.565"
"3","11","8","23","143","13","1","0.01","147.462","17.448","124211.369","115846.504"
"3","11","9","84","235","15","1","0.01","291.536","23.776","243548.492","230955.038"
"3","11","10","480","240","16.7","1.2","0.01","663.439","35.718","541743.009","518583.337"
"3","11","11","675","201","18.2","1.4","0.01","848.059","41.382","678865.09","650846.638"
"3","11","12","924","103","19.2","1.6","0.01","978.859","44.8","776171.525","744705.119"
"3","11","13","931","95","19.7","1.5","0.01","936.058","44.749","744061.048","713732.444"
"3","11","14","895","90","19.9","1.3","0.01","804.138","42.47","647786.793","620869.569"
"3","11","15","793","85","19.9","1.2","0.01","594.406","37.027","491000.872","469639.196"
"3","11","16","694","65","18.4","0.9","0.01","367.035","29.74","302215.767","287543.498"
"3","11","17","404","42","16.3","1","0.01","123.346","19.775","82583.374","75693.554"
"3","11","18","0","0","14.6","1.1","0.01","0","14.6","0","0"
"3","11","19","0","0","13.7","1.1","0.01","0","13.7","0","0"
"3","11","20","0","0","13.1","1","0.01","0","13.1","0","0"
"3","11","21","0","0","12.7","1","0.01","0","12.7","0","0"
"3","11","22","0","0","12.3","1.2","0.01","0","12.3","0","0"
"3","11","23","0","0","12.1","1.3","0.01","0","12.1","0","0"
"3","12","0","0","0","12","1.4","0.01","0","12","0","0"
"3","12","1","0","0","11.8","1.4","0.01","0","11.8","0","0"
"3","12","2","0","0","11.7","1.4","0.01","0","11.7","0","0"
"3","12","3","0","0","11.5","1.6","0.01","0","11.5","0","0"
"3","12","4","0","0","11.3","1.8","0.01","0","11.3","0","0"
"3","12","5","0","0","11.5","1.9","0.01","0","11.5","0","0"
"3","12","6","61","10","12.3","2.1","0.01","11.446","12.504","4647.774","519.523"
"3","12","7","461","57","13.7","2.1","0.01","190.814","18.075","147207.959","138028.233"
"3","12","8","628","92","15.7","2.1","0.01","418.718","25.614","358658.897","341986.624"
"3","12","9","823","88","17.9","2.5","0.01","669.937","32.577","561717.993","537850.528"
"3","12","10","361","275","19","2.9","0.01","593.192","31.046","490612.355","469264.446"
"3","12","11","590","226","19.4","3.1","0.01","797.626","35.06","652491.756","625407.816"
"3","12","12","17","224","19.6","3.3","0.01","228.863","23.928","186170.3","175609.983"
"3","12","13","57","253","19.5","3.5","0.01","301.898","25.039","247985.686","235235.004"
"3","12","14","2","113","19.1","3.5","0.01","106.847","21.062","86042.095","79029.719"
"3","12","15","0","73","18.9","3.5","0.01","67.625","20.145","54159.598","48276.945"
"3","12","16","50","121","17.1","3","0.01","139.095","19.883","115745.066","107680.196"
"3","12","17","0","38","15.8","2.9","0.01","35.376","16.513","27298.265","22367.416"
"3","12","18","0","0","15.1","3","0.01","0","15.1","0","0"
"3","12","19","0","0","14.8","2.9","0.01","0","14.8","0","0"
"3","12","20","0","0","14.8","3.1","0.01","0","14.8","0","0"
"3","12","21","0","0","14.8","3.3","0.01","0","14.8","0","0"
"3","12","22","0","0","14.7","3.3","0.01","0","14.7","0","0"
"3","12","23","0","0","14.7","3.3","0.01","0","14.7","0","0"
"3","13","0","0","0","14.5","3.4","0.01","0","14.5","0","0"
"3","13","1","0","0","14.3","3.5","0.01","0","14.3","0","0"
"3","13","2","0","0","14.1","3.4","0.01","0","14.1","0","0"
"3","13","3","0","0","14.2","3.3","0.01","0","14.2","0","0"
"3","13","4","0","0","14.2","3.2","0.01","0","14.2","0","0"
"3","13","5","0","0","13.9","3.1","0.01","0","13.9","0","0"
"3","13","6","0","2","13.6","3.1","0.01","1.903","13.631","814.987","0"
"3","13","7","0","11","13.3","3","0.01","10.146","13.503","7707.984","3471.297"
"3","13","8","0","19","13.3","2.9","0.01","17.552","13.657","13724.852","9274.964"
"3","13","9","0","61","13.7","3.1","0.01","56.499","14.808","45717.369","40133.859"
"3","13","10","4","126","14.4","3.3","0.01","121.005","16.691","99362.858","91878.474"
"3","13","11","279","345","15","3.6","0.01","626.091","26.329","523376.493","500867.621"
"3","13","12","315","347","15.4","3.7","0.01","668.345","27.31","557135.914","533430.811"
"3","13","13","94","320","15.5","3.7","0.01","405.548","22.719","339038.732","323061.679"
"3","13","14","180","282","15.4","3.5","0.01","432.479","23.358","364625.724","347742.022"
"3","13","15","237","208","15.3","3.4","0.01","367.398","22.19","313504.999","298432.708"
"3","13","16","119","129","14","2.4","0.01","180.405","18.013","152491.075","143124.147"
"3","13","17","90","51","12.4","1.6","0.01","68.119","14.131","51096.74","45322.617"
"3","13","18","0","0","11.5","1.3","0.01","0","11.5","0","0"
"3","13","19","0","0","11.2","1.4","0.01","0","11.2","0","0"
"3","13","20","0","0","11","1.5","0.01","0","11","0","0"
"3","13","21","0","0","10.8","1.7","0.01","0","10.8","0","0"
"3","13","22","0","0","10.8","1.9","0.01","0","10.8","0","0"
"3","13","23","0","0","10.6","2.1","0.01","0","10.6","0","0"
"3","14","0","0","0","10.2","2","0.01","0","10.2","0","0"
"3","14","1","0","0","9.7","1.8","0.01","0","9.7","0","0"
"3","14","2","0","0","9.3","1.6","0.01","0","9.3","0","0"
"3","14","3","0","0","9","1.6","0.01","0","9","0","0"
"3","14","4","0","0","8.8","1.7","0.01","0","8.8","0","0"
"3","14","5","0","0","8.8","1.8","0.01","0","8.8","0","0"
"3","14","6","31","7","10","2","0.01","7.936","10.145","3246.451","0"
"3","14","7","1","66","11.3","2.5","0.01","62.139","12.655","51267.606","45487.428"
"3","14","8","0","58","11.7","2.8","0.01","53.68","12.811","44176.135","38647.236"
"3","14","9","0","32","11.7","2.9","0.01","29.611","12.3","23556.816","18758.542"
"3","14","10","156","256","11.8","2.9","0.01","393.599","19.78","334473.392","318658.107"
"3","14","11","839","131","12","2.8","0.01","924.787","31.125","770864.339","739585.988"
"3","14","12","880","106","12.2","2.7","0.01","946.772","32.127","786337.833","754511.195"
"3","14","13","893","104","12.5","2.7","0.01","917.009","31.813","764161.093","733120.265"
"3","14","14","925","78","12.6","2.7","0.01","818.913","29.879","691265.39","662807.546"
"3","14","15","721","105","12.7","2.8","0.01","574.773","24.64","495795.813","474264.233"
"3","14","16","720","65","11.9","2.9","0.01","380.169","19.627","325679.861","310176.166"
"3","14","17","484","41","10.6","2.7","0.01","138.506","13.321","95061.612","87729.638"
"3","14","18","0","0","9.5","2.7","0.01","0","9.5","0","0"
"3","14","19","0","0","8.9","2.7","0.01","0","8.9","0","0"
"3","14","20","0","0","8.3","2.6","0.01","0","8.3","0","0"
"3","14","21","0","0","7.6","2.5","0.01","0","7.6","0","0"
"3","14","22","0","0","7","2.3","0.01","0","7","0","0"
"3","14","23","0","0","6.6","2","0.01","0","6.6","0","0"
"3","15","0","0","0","6.5","1.9","0.01","0","6.5","0","0"
"3","15","1","0","0","6.6","1.8","0.01","0","6.6","0","0"
"3","15","2","0","0","6.6","1.9","0.01","0","6.6","0","0"
"3","15","3","0","0","6.6","2.1","0.01","0","6.6","0","0"
"3","15","4","0","0","6.8","2.3","0.01","0","6.8","0","0"
"3","15","5","0","0","7.4","2.5","0.01","0","7.4","0","0"
"3","15","6","63","9","8.9","2.9","0.01","11.336","9.067","4405.61","285.939"
"3","15","7","0","35","10.5","3.5","0.01","32.35","11.096","26189.855","21298.282"
"3","15","8","0","47","11.2","3.9","0.01","43.478","11.955","35586.95","30362.401"
"3","15","9","6","152","11.6","4.1","0.01","147.197","14.076","123926.772","115571.992"
"3","15","10","9","180","12.2","4.4","0.01","177.384","15.055","148551.761","139324.419"
"3","15","11","4","169","12.6","4.7","0.01","162.705","15.112","135129.345","126377.612"
"3","15","12","18","236","12.6","4.9","0.01","241.541","16.235","202438.468","191301.705"
"3","15","13","87","275","12.5","4.9","0.01","351.493","17.799","298021.66","283498.005"
"3","15","14","22","219","12.3","4.8","0.01","225.855","15.751","190858.901","180132.448"
"3","15","15","14","165","12.3","4.7","0.01","164.947","14.86","139684.194","130771.065"
"3","15","16","83","108","11.8","4.2","0.01","143.291","14.184","121947.203","113662.566"
"3","15","17","0","26","11.3","3.9","0.01","24.023","11.714","18721.4","14094.463"
"3","15","18","0","0","10.8","3.6","0.01","0","10.8","0","0"
"3","15","19","0","0","10.5","3.4","0.01","0","10.5","0","0"
"3","15","20","0","0","10.2","3.2","0.01","0","10.2","0","0"
"3","15","21","0","0","10","3.1","0.01","0","10","0","0"
"3","15","22","0","0","10","3","0.01","0","10","0","0"
"3","15","23","0","0","10.2","3","0.01","0","10.2","0","0"
"3","16","0","0","0","10.3","2.9","0.01","0","10.3","0","0"
"3","16","1","0","0","10.1","2.8","0.01","0","10.1","0","0"
"3","16","2","0","0","9.7","2.7","0.01","0","9.7","0","0"
"3","16","3","0","0","9.2","2.6","0.01","0","9.2","0","0"
"3","16","4","0","0","8.9","2.5","0.01","0","8.9","0","0"
